Point,Corner,Lx,vb,vd,vg,Pass/Fail,capbd,capbs,cdd,cgb,cgd,cgdo,cgg,cgs,cgso,css,gds,gm,gmbs,id,vth,vb,vd,vg,nid,sfl,l
864,nom,350e-9,100e-3,200e-3,2.3,,-8.297e-15,-9.809e-15,13.84e-15,-443.9e-18,-3.918e-15,957.2e-18,8.552e-15,-4.19e-15,957.3e-18,15.31e-15,548.8e-6,52.23e-6,13.79e-6,-116.6e-6,-704.9e-3,-100e-3,-200e-3,-2.3,9.397e-24,1.518e-18,350e-9
865,nom,350e-9,100e-3,200e-3,2.4,,-8.298e-15,-9.808e-15,13.87e-15,-443.4e-18,-3.934e-15,957.2e-18,8.554e-15,-4.177e-15,957.3e-18,15.32e-15,575.5e-6,49.35e-6,13.39e-6,-121.6e-6,-704.9e-3,-100e-3,-200e-3,-2.4,9.77e-24,1.65e-18,350e-9
866,nom,350e-9,100e-3,200e-3,2.5,,-8.298e-15,-9.806e-15,13.89e-15,-443e-18,-3.947e-15,957.3e-18,8.555e-15,-4.165e-15,957.3e-18,15.32e-15,600.8e-6,46.61e-6,12.99e-6,-126.3e-6,-704.9e-3,-100e-3,-200e-3,-2.5,10.12e-24,1.782e-18,350e-9
867,nom,350e-9,100e-3,200e-3,2.6,,-8.298e-15,-9.805e-15,13.91e-15,-442.6e-18,-3.958e-15,957.3e-18,8.556e-15,-4.155e-15,957.3e-18,15.33e-15,624.7e-6,43.98e-6,12.61e-6,-130.8e-6,-704.9e-3,-100e-3,-200e-3,-2.6,10.46e-24,1.911e-18,350e-9
868,nom,350e-9,100e-3,200e-3,2.7,,-8.299e-15,-9.804e-15,13.93e-15,-442.3e-18,-3.969e-15,957.3e-18,8.557e-15,-4.146e-15,957.3e-18,15.33e-15,647.4e-6,41.47e-6,12.23e-6,-135e-6,-704.9e-3,-100e-3,-200e-3,-2.7,10.77e-24,2.039e-18,350e-9
869,nom,350e-9,100e-3,300e-3,0,,-7.407e-15,-7.992e-15,8.162e-15,-2.113e-15,-754.8e-18,754.8e-18,4.304e-15,-1.436e-15,890.3e-18,9.427e-15,7.151e-15,190e-15,45.15e-15,-6.842e-15,-702.1e-3,-100e-3,-300e-3,-0,2.677e-33,30.64e-39,350e-9
870,nom,350e-9,100e-3,300e-3,100e-3,,-7.407e-15,-8.034e-15,8.203e-15,-1.953e-15,-796.2e-18,796.2e-18,4.174e-15,-1.425e-15,922.3e-18,9.459e-15,111.1e-15,3.054e-12,703.2e-15,-110e-15,-702.1e-3,-100e-3,-300e-3,-100e-3,42.75e-33,7.921e-36,350e-9
871,nom,350e-9,100e-3,300e-3,200e-3,,-7.407e-15,-8.068e-15,8.251e-15,-1.824e-15,-844.5e-18,844.5e-18,4.077e-15,-1.409e-15,939.5e-18,9.476e-15,1.722e-12,49e-12,10.92e-12,-1.766e-12,-702.1e-3,-100e-3,-300e-3,-200e-3,681.1e-33,2.042e-33,350e-9
872,nom,350e-9,100e-3,300e-3,300e-3,,-7.407e-15,-8.095e-15,8.297e-15,-1.717e-15,-890.3e-18,890.3e-18,3.997e-15,-1.389e-15,947.9e-18,9.485e-15,26.44e-12,779.9e-12,168.1e-12,-28.21e-12,-702.1e-3,-100e-3,-300e-3,-300e-3,10.77e-30,521.1e-33,350e-9
873,nom,350e-9,100e-3,300e-3,400e-3,,-7.407e-15,-8.119e-15,8.329e-15,-1.627e-15,-922.3e-18,922.3e-18,3.92e-15,-1.371e-15,951.9e-18,9.49e-15,394.4e-12,12.04e-9,2.508e-9,-441.4e-12,-702.1e-3,-100e-3,-300e-3,-400e-3,165.2e-30,127.6e-30,350e-9
874,nom,350e-9,100e-3,300e-3,500e-3,,-7.407e-15,-8.146e-15,8.346e-15,-1.549e-15,-939.3e-18,939.5e-18,3.852e-15,-1.364e-15,954e-18,9.511e-15,5.344e-9,167.8e-9,33.77e-9,-6.43e-9,-702.1e-3,-100e-3,-300e-3,-500e-3,2.286e-27,26.85e-27,350e-9
875,nom,350e-9,100e-3,300e-3,600e-3,,-7.407e-15,-8.261e-15,8.355e-15,-1.452e-15,-943.9e-18,947.9e-18,3.929e-15,-1.533e-15,955.2e-18,9.793e-15,58.47e-9,1.854e-6,362.2e-9,-78.12e-9,-702.1e-3,-100e-3,-300e-3,-600e-3,25.13e-27,3.686e-24,350e-9
876,nom,350e-9,100e-3,300e-3,700e-3,,-7.41e-15,-9.047e-15,8.363e-15,-1.148e-15,-918.6e-18,951.9e-18,5.144e-15,-3.078e-15,955.9e-18,12.11e-15,473.3e-9,14.59e-6,2.799e-6,-720.5e-9,-702.1e-3,-100e-3,-300e-3,-700e-3,197.3e-27,245.9e-24,350e-9
877,nom,350e-9,100e-3,300e-3,800e-3,,-7.42e-15,-9.84e-15,8.393e-15,-853.2e-18,-905.3e-18,954e-18,6.495e-15,-4.737e-15,956.3e-18,14.53e-15,2.081e-6,55.11e-6,10.48e-6,-3.992e-6,-702.1e-3,-100e-3,-300e-3,-800e-3,746.4e-27,5.423e-21,350e-9
878,nom,350e-9,100e-3,300e-3,900e-3,,-7.448e-15,-9.928e-15,8.53e-15,-783.7e-18,-982.4e-18,955.2e-18,6.753e-15,-4.987e-15,956.6e-18,14.82e-15,5.808e-6,103e-6,19.49e-6,-11.96e-6,-702.1e-3,-100e-3,-300e-3,-900e-3,1.412e-24,35.26e-21,350e-9
879,nom,350e-9,100e-3,300e-3,1,,-7.532e-15,-9.924e-15,9.047e-15,-714.5e-18,-1.288e-15,955.9e-18,7.046e-15,-5.044e-15,956.7e-18,14.83e-15,19.09e-6,133.3e-6,25.24e-6,-23.95e-6,-702.1e-3,-100e-3,-300e-3,-1,1.953e-24,107.6e-21,350e-9
880,nom,350e-9,100e-3,300e-3,1.1,,-7.671e-15,-9.908e-15,10.1e-15,-618.9e-18,-1.91e-15,956.3e-18,7.543e-15,-5.014e-15,956.9e-18,14.85e-15,53.43e-6,139.8e-6,26.84e-6,-37.71e-6,-702.2e-3,-100e-3,-300e-3,-1.1,2.678e-24,221.4e-21,350e-9
881,nom,350e-9,100e-3,300e-3,1.2,,-7.778e-15,-9.885e-15,11.1e-15,-547.1e-18,-2.5e-15,956.6e-18,7.946e-15,-4.899e-15,957e-18,14.92e-15,97.09e-6,136.8e-6,26.81e-6,-51.52e-6,-702.2e-3,-100e-3,-300e-3,-1.2,3.364e-24,370.1e-21,350e-9
882,nom,350e-9,100e-3,300e-3,1.3,,-7.836e-15,-9.864e-15,11.77e-15,-507.3e-18,-2.895e-15,956.7e-18,8.177e-15,-4.774e-15,957e-18,14.99e-15,141.7e-6,131.8e-6,26.4e-6,-64.89e-6,-702.3e-3,-100e-3,-300e-3,-1.3,4.019e-24,548.7e-21,350e-9
883,nom,350e-9,100e-3,300e-3,1.4,,-7.867e-15,-9.847e-15,12.21e-15,-485.5e-18,-3.152e-15,956.9e-18,8.305e-15,-4.668e-15,957.1e-18,15.05e-15,185.4e-6,126.3e-6,25.86e-6,-77.72e-6,-702.3e-3,-100e-3,-300e-3,-1.4,4.643e-24,753e-21,350e-9
884,nom,350e-9,100e-3,300e-3,1.5,,-7.884e-15,-9.835e-15,12.5e-15,-472.7e-18,-3.326e-15,957e-18,8.381e-15,-4.583e-15,957.1e-18,15.1e-15,227.6e-6,120.7e-6,25.28e-6,-89.98e-6,-702.3e-3,-100e-3,-300e-3,-1.5,5.237e-24,979e-21,350e-9
885,nom,350e-9,100e-3,300e-3,1.6,,-7.895e-15,-9.824e-15,12.71e-15,-464.6e-18,-3.45e-15,957e-18,8.429e-15,-4.515e-15,957.2e-18,15.14e-15,268.2e-6,115e-6,24.66e-6,-101.7e-6,-702.4e-3,-100e-3,-300e-3,-1.6,5.802e-24,1.223e-18,350e-9
886,nom,350e-9,100e-3,300e-3,1.7,,-7.901e-15,-9.816e-15,12.87e-15,-459.2e-18,-3.542e-15,957.1e-18,8.461e-15,-4.46e-15,957.2e-18,15.17e-15,307.1e-6,109.5e-6,24.03e-6,-112.8e-6,-702.4e-3,-100e-3,-300e-3,-1.7,6.339e-24,1.482e-18,350e-9
887,nom,350e-9,100e-3,300e-3,1.8,,-7.906e-15,-9.81e-15,12.99e-15,-455.5e-18,-3.613e-15,957.1e-18,8.483e-15,-4.414e-15,957.2e-18,15.2e-15,344.3e-6,104.1e-6,23.4e-6,-123.4e-6,-702.5e-3,-100e-3,-300e-3,-1.8,6.849e-24,1.753e-18,350e-9
888,nom,350e-9,100e-3,300e-3,1.9,,-7.909e-15,-9.804e-15,13.09e-15,-452.8e-18,-3.67e-15,957.2e-18,8.499e-15,-4.376e-15,957.2e-18,15.22e-15,379.8e-6,98.86e-6,22.77e-6,-133.4e-6,-702.5e-3,-100e-3,-300e-3,-1.9,7.332e-24,2.032e-18,350e-9
889,nom,350e-9,100e-3,300e-3,2,,-7.912e-15,-9.8e-15,13.16e-15,-450.8e-18,-3.716e-15,957.2e-18,8.511e-15,-4.344e-15,957.2e-18,15.23e-15,413.6e-6,93.8e-6,22.15e-6,-142.9e-6,-702.5e-3,-100e-3,-300e-3,-2,7.79e-24,2.319e-18,350e-9
890,nom,350e-9,100e-3,300e-3,2.1,,-7.913e-15,-9.796e-15,13.23e-15,-449.3e-18,-3.753e-15,957.2e-18,8.52e-15,-4.317e-15,957.2e-18,15.25e-15,445.8e-6,88.93e-6,21.54e-6,-151.9e-6,-702.5e-3,-100e-3,-300e-3,-2.1,8.225e-24,2.609e-18,350e-9
891,nom,350e-9,100e-3,300e-3,2.2,,-7.915e-15,-9.793e-15,13.28e-15,-448.1e-18,-3.785e-15,957.2e-18,8.526e-15,-4.293e-15,957.2e-18,15.26e-15,476.4e-6,84.24e-6,20.93e-6,-160.5e-6,-702.6e-3,-100e-3,-300e-3,-2.2,8.636e-24,2.903e-18,350e-9
892,nom,350e-9,100e-3,300e-3,2.3,,-7.916e-15,-9.79e-15,13.33e-15,-447.2e-18,-3.812e-15,957.2e-18,8.532e-15,-4.272e-15,957.3e-18,15.27e-15,505.5e-6,79.74e-6,20.34e-6,-168.6e-6,-702.6e-3,-100e-3,-300e-3,-2.3,9.025e-24,3.197e-18,350e-9
893,nom,350e-9,100e-3,300e-3,2.4,,-7.917e-15,-9.787e-15,13.37e-15,-446.4e-18,-3.836e-15,957.2e-18,8.536e-15,-4.254e-15,957.3e-18,15.28e-15,533.2e-6,75.43e-6,19.76e-6,-176.2e-6,-702.6e-3,-100e-3,-300e-3,-2.4,9.393e-24,3.49e-18,350e-9
894,nom,350e-9,100e-3,300e-3,2.5,,-7.917e-15,-9.785e-15,13.4e-15,-445.8e-18,-3.856e-15,957.2e-18,8.54e-15,-4.238e-15,957.3e-18,15.29e-15,559.4e-6,71.3e-6,19.19e-6,-183.4e-6,-702.6e-3,-100e-3,-300e-3,-2.5,9.741e-24,3.781e-18,350e-9
895,nom,350e-9,100e-3,300e-3,2.6,,-7.918e-15,-9.783e-15,13.43e-15,-445.3e-18,-3.874e-15,957.3e-18,8.543e-15,-4.223e-15,957.3e-18,15.3e-15,584.2e-6,67.35e-6,18.64e-6,-190.3e-6,-702.7e-3,-100e-3,-300e-3,-2.6,10.07e-24,4.069e-18,350e-9
896,nom,350e-9,100e-3,300e-3,2.7,,-7.918e-15,-9.781e-15,13.46e-15,-444.9e-18,-3.89e-15,957.3e-18,8.545e-15,-4.211e-15,957.3e-18,15.31e-15,607.8e-6,63.57e-6,18.09e-6,-196.7e-6,-702.7e-3,-100e-3,-300e-3,-2.7,10.38e-24,4.353e-18,350e-9
897,nom,350e-9,100e-3,400e-3,0,,-7.112e-15,-7.992e-15,7.833e-15,-2.113e-15,-722e-18,722e-18,4.271e-15,-1.436e-15,890.3e-18,9.427e-15,7.786e-15,210.4e-15,49.86e-15,-7.588e-15,-699.6e-3,-100e-3,-400e-3,-0,2.962e-33,37.71e-39,350e-9
898,nom,350e-9,100e-3,400e-3,100e-3,,-7.112e-15,-8.034e-15,7.866e-15,-1.953e-15,-754.8e-18,754.8e-18,4.133e-15,-1.425e-15,922.3e-18,9.459e-15,120.5e-15,3.371e-12,774.1e-15,-121.5e-15,-699.6e-3,-100e-3,-400e-3,-100e-3,47.14e-33,9.683e-36,350e-9
899,nom,350e-9,100e-3,400e-3,200e-3,,-7.112e-15,-8.068e-15,7.908e-15,-1.824e-15,-796.2e-18,796.2e-18,4.029e-15,-1.409e-15,939.5e-18,9.476e-15,1.859e-12,53.89e-12,11.98e-12,-1.945e-12,-699.6e-3,-100e-3,-400e-3,-200e-3,748.4e-33,2.479e-33,350e-9
900,nom,350e-9,100e-3,400e-3,300e-3,,-7.112e-15,-8.095e-15,7.956e-15,-1.717e-15,-844.5e-18,844.5e-18,3.951e-15,-1.389e-15,947.9e-18,9.485e-15,28.42e-12,854.5e-12,183.8e-12,-30.95e-12,-699.6e-3,-100e-3,-400e-3,-300e-3,11.79e-30,627.8e-33,350e-9
901,nom,350e-9,100e-3,400e-3,400e-3,,-7.112e-15,-8.119e-15,8.002e-15,-1.627e-15,-890.3e-18,890.3e-18,3.888e-15,-1.371e-15,951.9e-18,9.49e-15,421.5e-12,13.13e-9,2.73e-9,-482.2e-12,-699.6e-3,-100e-3,-400e-3,-400e-3,179.9e-30,152.3e-30,350e-9
902,nom,350e-9,100e-3,400e-3,500e-3,,-7.112e-15,-8.147e-15,8.034e-15,-1.548e-15,-922e-18,922.3e-18,3.836e-15,-1.365e-15,954e-18,9.512e-15,5.663e-9,181.6e-9,36.5e-9,-6.98e-9,-699.6e-3,-100e-3,-400e-3,-500e-3,2.472e-27,31.65e-27,350e-9
903,nom,350e-9,100e-3,400e-3,600e-3,,-7.112e-15,-8.268e-15,8.051e-15,-1.45e-15,-935.2e-18,939.5e-18,3.931e-15,-1.547e-15,955.2e-18,9.814e-15,61.28e-9,1.989e-6,388.3e-9,-84.1e-9,-699.6e-3,-100e-3,-400e-3,-600e-3,26.95e-27,4.266e-24,350e-9
904,nom,350e-9,100e-3,400e-3,700e-3,,-7.113e-15,-9.077e-15,8.061e-15,-1.139e-15,-912.1e-18,947.9e-18,5.186e-15,-3.135e-15,955.9e-18,12.2e-15,487.1e-9,15.47e-6,2.966e-6,-768.4e-9,-699.6e-3,-100e-3,-400e-3,-700e-3,209e-27,280.1e-24,350e-9
905,nom,350e-9,100e-3,400e-3,800e-3,,-7.118e-15,-9.845e-15,8.076e-15,-856.2e-18,-891.4e-18,951.9e-18,6.483e-15,-4.736e-15,956.3e-18,14.56e-15,2.038e-6,57.38e-6,10.91e-6,-4.197e-6,-699.6e-3,-100e-3,-400e-3,-800e-3,775.7e-27,6.149e-21,350e-9
906,nom,350e-9,100e-3,400e-3,900e-3,,-7.127e-15,-9.926e-15,8.117e-15,-799.4e-18,-913e-18,954e-18,6.671e-15,-4.958e-15,956.6e-18,14.84e-15,4.793e-6,107.2e-6,20.28e-6,-12.47e-6,-699.7e-3,-100e-3,-400e-3,-900e-3,1.456e-24,41.04e-21,350e-9
907,nom,350e-9,100e-3,400e-3,1,,-7.152e-15,-9.918e-15,8.254e-15,-763.4e-18,-993.8e-18,955.2e-18,6.763e-15,-5.006e-15,956.7e-18,14.85e-15,9.44e-6,146.5e-6,27.59e-6,-25.23e-6,-699.7e-3,-100e-3,-400e-3,-1,2.018e-24,132.6e-21,350e-9
908,nom,350e-9,100e-3,400e-3,1.1,,-7.216e-15,-9.905e-15,8.677e-15,-708.1e-18,-1.243e-15,955.9e-18,6.992e-15,-5.04e-15,956.9e-18,14.84e-15,21.92e-6,172e-6,32.33e-6,-41.25e-6,-699.8e-3,-100e-3,-400e-3,-1.1,2.484e-24,292.9e-21,350e-9
909,nom,350e-9,100e-3,400e-3,1.2,,-7.323e-15,-9.89e-15,9.513e-15,-631.1e-18,-1.737e-15,956.3e-18,7.396e-15,-5.028e-15,957e-18,14.85e-15,52.16e-6,178.9e-6,33.96e-6,-58.87e-6,-699.8e-3,-100e-3,-400e-3,-1.2,3.116e-24,518.9e-21,350e-9
910,nom,350e-9,100e-3,400e-3,1.3,,-7.419e-15,-9.87e-15,10.41e-15,-564.6e-18,-2.267e-15,956.6e-18,7.782e-15,-4.95e-15,957e-18,14.9e-15,93.18e-6,175.4e-6,33.92e-6,-76.54e-6,-699.9e-3,-100e-3,-400e-3,-1.3,3.759e-24,801.9e-21,350e-9
911,nom,350e-9,100e-3,400e-3,1.4,,-7.48e-15,-9.85e-15,11.09e-15,-522.4e-18,-2.669e-15,956.7e-18,8.039e-15,-4.848e-15,957.1e-18,14.96e-15,136.2e-6,169.1e-6,33.42e-6,-93.68e-6,-699.9e-3,-100e-3,-400e-3,-1.4,4.373e-24,1.134e-18,350e-9
912,nom,350e-9,100e-3,400e-3,1.5,,-7.515e-15,-9.834e-15,11.57e-15,-497.2e-18,-2.948e-15,956.9e-18,8.197e-15,-4.751e-15,957.1e-18,15.02e-15,178.6e-6,162e-6,32.76e-6,-110.1e-6,-700e-3,-100e-3,-400e-3,-1.5,4.956e-24,1.507e-18,350e-9
913,nom,350e-9,100e-3,400e-3,1.6,,-7.536e-15,-9.82e-15,11.9e-15,-481.7e-18,-3.145e-15,957e-18,8.296e-15,-4.669e-15,957.2e-18,15.06e-15,219.6e-6,154.8e-6,32.03e-6,-125.9e-6,-700e-3,-100e-3,-400e-3,-1.6,5.51e-24,1.915e-18,350e-9
914,nom,350e-9,100e-3,400e-3,1.7,,-7.549e-15,-9.809e-15,12.15e-15,-471.7e-18,-3.29e-15,957e-18,8.361e-15,-4.6e-15,957.2e-18,15.1e-15,259.2e-6,147.6e-6,31.26e-6,-140.8e-6,-700.1e-3,-100e-3,-400e-3,-1.7,6.037e-24,2.352e-18,350e-9
915,nom,350e-9,100e-3,400e-3,1.8,,-7.557e-15,-9.8e-15,12.33e-15,-464.9e-18,-3.399e-15,957.1e-18,8.406e-15,-4.542e-15,957.2e-18,15.13e-15,297.1e-6,140.5e-6,30.49e-6,-155.1e-6,-700.1e-3,-100e-3,-400e-3,-1.8,6.536e-24,2.813e-18,350e-9
916,nom,350e-9,100e-3,400e-3,1.9,,-7.563e-15,-9.792e-15,12.48e-15,-460.2e-18,-3.484e-15,957.1e-18,8.437e-15,-4.493e-15,957.2e-18,15.16e-15,333.3e-6,133.6e-6,29.71e-6,-168.7e-6,-700.2e-3,-100e-3,-400e-3,-1.9,7.01e-24,3.291e-18,350e-9
917,nom,350e-9,100e-3,400e-3,2,,-7.567e-15,-9.786e-15,12.59e-15,-456.8e-18,-3.552e-15,957.2e-18,8.46e-15,-4.451e-15,957.2e-18,15.19e-15,368e-6,126.9e-6,28.93e-6,-181.5e-6,-700.2e-3,-100e-3,-400e-3,-2,7.46e-24,3.784e-18,350e-9
918,nom,350e-9,100e-3,400e-3,2.1,,-7.57e-15,-9.781e-15,12.69e-15,-454.3e-18,-3.608e-15,957.2e-18,8.478e-15,-4.416e-15,957.2e-18,15.21e-15,401.1e-6,120.4e-6,28.16e-6,-193.8e-6,-700.2e-3,-100e-3,-400e-3,-2.1,7.887e-24,4.286e-18,350e-9
919,nom,350e-9,100e-3,400e-3,2.2,,-7.572e-15,-9.776e-15,12.77e-15,-452.4e-18,-3.654e-15,957.2e-18,8.491e-15,-4.385e-15,957.2e-18,15.22e-15,432.6e-6,114.2e-6,27.39e-6,-205.3e-6,-700.3e-3,-100e-3,-400e-3,-2.2,8.291e-24,4.795e-18,350e-9
920,nom,350e-9,100e-3,400e-3,2.3,,-7.574e-15,-9.772e-15,12.83e-15,-450.9e-18,-3.693e-15,957.2e-18,8.502e-15,-4.358e-15,957.3e-18,15.24e-15,462.5e-6,108.2e-6,26.64e-6,-216.3e-6,-700.3e-3,-100e-3,-400e-3,-2.3,8.673e-24,5.307e-18,350e-9
921,nom,350e-9,100e-3,400e-3,2.4,,-7.575e-15,-9.768e-15,12.89e-15,-449.8e-18,-3.727e-15,957.2e-18,8.511e-15,-4.334e-15,957.3e-18,15.25e-15,491.1e-6,102.4e-6,25.9e-6,-226.7e-6,-700.3e-3,-100e-3,-400e-3,-2.4,9.036e-24,5.819e-18,350e-9
922,nom,350e-9,100e-3,400e-3,2.5,,-7.576e-15,-9.765e-15,12.94e-15,-448.8e-18,-3.756e-15,957.2e-18,8.517e-15,-4.313e-15,957.3e-18,15.26e-15,518.2e-6,96.9e-6,25.18e-6,-236.5e-6,-700.4e-3,-100e-3,-400e-3,-2.5,9.379e-24,6.329e-18,350e-9
923,nom,350e-9,100e-3,400e-3,2.6,,-7.577e-15,-9.762e-15,12.98e-15,-448.1e-18,-3.781e-15,957.2e-18,8.523e-15,-4.294e-15,957.3e-18,15.27e-15,543.9e-6,91.62e-6,24.47e-6,-245.8e-6,-700.4e-3,-100e-3,-400e-3,-2.6,9.703e-24,6.835e-18,350e-9
924,nom,350e-9,100e-3,400e-3,2.7,,-7.578e-15,-9.76e-15,13.02e-15,-447.5e-18,-3.803e-15,957.3e-18,8.528e-15,-4.277e-15,957.3e-18,15.28e-15,568.3e-6,86.56e-6,23.78e-6,-254.6e-6,-700.4e-3,-100e-3,-400e-3,-2.7,10.01e-24,7.335e-18,350e-9
925,nom,350e-9,100e-3,500e-3,0,,-6.848e-15,-7.992e-15,7.544e-15,-2.113e-15,-696.2e-18,696.2e-18,4.245e-15,-1.436e-15,890.3e-18,9.427e-15,8.505e-15,232.7e-15,54.97e-15,-8.402e-15,-697.2e-3,-100e-3,-500e-3,-0,3.273e-33,46.22e-39,350e-9
926,nom,350e-9,100e-3,500e-3,100e-3,,-6.848e-15,-8.034e-15,7.57e-15,-1.953e-15,-722e-18,722e-18,4.1e-15,-1.425e-15,922.3e-18,9.459e-15,131.1e-15,3.715e-12,850.7e-15,-134.1e-15,-697.2e-3,-100e-3,-500e-3,-100e-3,51.9e-33,11.78e-36,350e-9
927,nom,350e-9,100e-3,500e-3,200e-3,,-6.848e-15,-8.068e-15,7.603e-15,-1.824e-15,-754.8e-18,754.8e-18,3.987e-15,-1.409e-15,939.5e-18,9.476e-15,2.015e-12,59.17e-12,13.13e-12,-2.138e-12,-697.2e-3,-100e-3,-500e-3,-200e-3,821.2e-33,2.995e-33,350e-9
928,nom,350e-9,100e-3,500e-3,300e-3,,-6.848e-15,-8.095e-15,7.644e-15,-1.717e-15,-796.2e-18,796.2e-18,3.903e-15,-1.389e-15,947.9e-18,9.485e-15,30.67e-12,934.6e-12,200.6e-12,-33.9e-12,-697.2e-3,-100e-3,-500e-3,-300e-3,12.88e-30,752.9e-33,350e-9
929,nom,350e-9,100e-3,500e-3,400e-3,,-6.848e-15,-8.119e-15,7.693e-15,-1.627e-15,-844.5e-18,844.5e-18,3.842e-15,-1.371e-15,951.9e-18,9.49e-15,452.4e-12,14.29e-9,2.966e-9,-525.9e-12,-697.2e-3,-100e-3,-500e-3,-400e-3,195.7e-30,181.1e-30,350e-9
930,nom,350e-9,100e-3,500e-3,500e-3,,-6.848e-15,-8.147e-15,7.739e-15,-1.548e-15,-890e-18,890.3e-18,3.805e-15,-1.366e-15,954e-18,9.514e-15,6.029e-9,196.2e-9,39.39e-9,-7.564e-9,-697.2e-3,-100e-3,-500e-3,-500e-3,2.67e-27,37.13e-27,350e-9
931,nom,350e-9,100e-3,500e-3,600e-3,,-6.848e-15,-8.276e-15,7.771e-15,-1.447e-15,-917.6e-18,922.3e-18,3.926e-15,-1.561e-15,955.2e-18,9.836e-15,64.58e-9,2.13e-6,415.7e-9,-90.39e-9,-697.2e-3,-100e-3,-500e-3,-600e-3,28.85e-27,4.911e-24,350e-9
932,nom,350e-9,100e-3,500e-3,700e-3,,-6.849e-15,-9.108e-15,7.789e-15,-1.13e-15,-902.1e-18,939.5e-18,5.226e-15,-3.193e-15,955.9e-18,12.29e-15,505.6e-9,16.36e-6,3.136e-6,-818e-9,-697.2e-3,-100e-3,-500e-3,-700e-3,220.9e-27,316.6e-24,350e-9
933,nom,350e-9,100e-3,500e-3,800e-3,,-6.852e-15,-9.851e-15,7.802e-15,-856.9e-18,-883.4e-18,947.9e-18,6.481e-15,-4.741e-15,956.3e-18,14.58e-15,2.055e-6,59.55e-6,11.32e-6,-4.401e-6,-697.2e-3,-100e-3,-500e-3,-800e-3,804.3e-27,6.845e-21,350e-9
934,nom,350e-9,100e-3,500e-3,900e-3,,-6.856e-15,-9.925e-15,7.822e-15,-804.9e-18,-893.1e-18,951.9e-18,6.644e-15,-4.946e-15,956.6e-18,14.85e-15,4.628e-6,110.3e-6,20.88e-6,-12.94e-6,-697.2e-3,-100e-3,-500e-3,-900e-3,1.495e-24,45.72e-21,350e-9
935,nom,350e-9,100e-3,500e-3,1,,-6.865e-15,-9.916e-15,7.868e-15,-778e-18,-920.8e-18,954e-18,6.682e-15,-4.984e-15,956.7e-18,14.86e-15,8.063e-6,151.5e-6,28.52e-6,-26.08e-6,-697.3e-3,-100e-3,-500e-3,-1,2.068e-24,150.1e-21,350e-9
936,nom,350e-9,100e-3,500e-3,1.1,,-6.887e-15,-9.901e-15,7.999e-15,-746.3e-18,-998.1e-18,955.2e-18,6.759e-15,-5.014e-15,956.9e-18,14.85e-15,13.32e-6,184.3e-6,34.46e-6,-42.89e-6,-697.3e-3,-100e-3,-500e-3,-1.1,2.548e-24,341.8e-21,350e-9
937,nom,350e-9,100e-3,500e-3,1.2,,-6.938e-15,-9.887e-15,8.354e-15,-699.3e-18,-1.208e-15,955.9e-18,6.95e-15,-5.043e-15,957e-18,14.84e-15,24.92e-6,207.2e-6,38.6e-6,-62.5e-6,-697.4e-3,-100e-3,-500e-3,-1.2,2.968e-24,631.6e-21,350e-9
938,nom,350e-9,100e-3,500e-3,1.3,,-7.022e-15,-9.872e-15,9.04e-15,-635.6e-18,-1.613e-15,956.3e-18,7.288e-15,-5.04e-15,957e-18,14.85e-15,51.27e-6,214.7e-6,40.29e-6,-83.63e-6,-697.5e-3,-100e-3,-500e-3,-1.3,3.508e-24,1.016e-18,350e-9
939,nom,350e-9,100e-3,500e-3,1.4,,-7.105e-15,-9.854e-15,9.842e-15,-575.7e-18,-2.085e-15,956.6e-18,7.646e-15,-4.985e-15,957.1e-18,14.89e-15,89.37e-6,211e-6,40.28e-6,-104.9e-6,-697.5e-3,-100e-3,-500e-3,-1.4,4.111e-24,1.482e-18,350e-9
940,nom,350e-9,100e-3,500e-3,1.5,,-7.164e-15,-9.835e-15,10.51e-15,-533.5e-18,-2.479e-15,956.7e-18,7.914e-15,-4.901e-15,957.1e-18,14.94e-15,130.7e-6,203.5e-6,39.7e-6,-125.5e-6,-697.6e-3,-100e-3,-500e-3,-1.5,4.685e-24,2.019e-18,350e-9
941,nom,350e-9,100e-3,500e-3,1.6,,-7.201e-15,-9.818e-15,11e-15,-506.6e-18,-2.77e-15,956.9e-18,8.092e-15,-4.816e-15,957.2e-18,14.99e-15,171.8e-6,195e-6,38.93e-6,-145.3e-6,-697.6e-3,-100e-3,-500e-3,-1.6,5.23e-24,2.615e-18,350e-9
942,nom,350e-9,100e-3,500e-3,1.7,,-7.223e-15,-9.804e-15,11.36e-15,-489.3e-18,-2.983e-15,957e-18,8.21e-15,-4.738e-15,957.2e-18,15.03e-15,211.8e-6,186.3e-6,38.08e-6,-164.2e-6,-697.7e-3,-100e-3,-500e-3,-1.7,5.748e-24,3.261e-18,350e-9
943,nom,350e-9,100e-3,500e-3,1.8,,-7.238e-15,-9.792e-15,11.63e-15,-477.8e-18,-3.143e-15,957e-18,8.29e-15,-4.67e-15,957.2e-18,15.07e-15,250.3e-6,177.6e-6,37.19e-6,-182.2e-6,-697.8e-3,-100e-3,-500e-3,-1.8,6.239e-24,3.946e-18,350e-9
