Point,Corner,Lx,vb,vd,vg,Pass/Fail,capbd,capbs,cdd,cgb,cgd,cgdo,cgg,cgs,cgso,css,gds,gm,gmbs,id,vth,vb,vd,vg,nid,sfl,l
2104,nom,500e-9,0,1.9,300e-3,,-3.513e-15,-5.245e-15,4.28e-15,-2.412e-15,-767.9e-18,767.9e-18,4.381e-15,-1.202e-15,1.2e-15,6.447e-15,238.7e-12,50.06e-9,15.1e-9,1.644e-9,560.4e-3,0,1.9,300e-3,722.7e-30,28.13e-27,500e-9
2105,nom,500e-9,0,1.9,400e-3,,-3.513e-15,-5.255e-15,4.286e-15,-2.296e-15,-773.8e-18,773.8e-18,4.321e-15,-1.251e-15,1.205e-15,6.506e-15,4.579e-9,907.7e-9,268.1e-9,31.88e-9,560.4e-3,0,1.9,400e-3,13.04e-27,10.44e-24,500e-9
2106,nom,500e-9,0,1.9,500e-3,,-3.513e-15,-5.427e-15,4.293e-15,-2.003e-15,-780.1e-18,780.4e-18,4.916e-15,-2.133e-15,1.207e-15,7.56e-15,61.18e-9,11.21e-6,3.254e-6,456.9e-9,560.4e-3,0,1.9,500e-3,160.5e-27,1.924e-21,500e-9
2107,nom,500e-9,0,1.9,600e-3,,-3.513e-15,-6.256e-15,4.3e-15,-909.9e-18,-786.4e-18,787.6e-18,8.36e-15,-6.664e-15,1.208e-15,12.92e-15,410.1e-9,72.88e-6,20.88e-6,3.996e-6,560.4e-3,0,1.9,600e-3,1.039e-24,112.6e-21,500e-9
2108,nom,500e-9,0,1.9,700e-3,,-3.513e-15,-6.493e-15,4.309e-15,-523.3e-18,-794.2e-18,795.7e-18,9.517e-15,-8.2e-15,1.209e-15,14.69e-15,1.213e-6,190.4e-6,53.78e-6,17.02e-6,560.5e-3,0,1.9,700e-3,2.703e-24,1.384e-18,500e-9
2109,nom,500e-9,0,1.9,800e-3,,-3.513e-15,-6.467e-15,4.318e-15,-456.3e-18,-803.3e-18,804.8e-18,9.587e-15,-8.327e-15,1.21e-15,14.79e-15,2.212e-6,297.1e-6,82.5e-6,41.54e-6,560.5e-3,0,1.9,800e-3,4.197e-24,5.433e-18,500e-9
2110,nom,500e-9,0,1.9,900e-3,,-3.513e-15,-6.425e-15,4.329e-15,-408.4e-18,-813.8e-18,815.2e-18,9.596e-15,-8.373e-15,1.21e-15,14.8e-15,3.261e-6,386e-6,105.2e-6,75.69e-6,560.6e-3,0,1.9,900e-3,5.427e-24,12.52e-18,500e-9
2111,nom,500e-9,0,1.9,1,,-3.513e-15,-6.382e-15,4.341e-15,-362.2e-18,-825.8e-18,827.1e-18,9.604e-15,-8.416e-15,1.21e-15,14.8e-15,4.343e-6,464.8e-6,124.4e-6,118.1e-6,560.7e-3,0,1.9,1,6.504e-24,22.41e-18,500e-9
2112,nom,500e-9,0,1.9,1.1,,-3.514e-15,-6.339e-15,4.355e-15,-316.6e-18,-839.9e-18,841.1e-18,9.614e-15,-8.457e-15,1.21e-15,14.79e-15,5.468e-6,535.9e-6,140.9e-6,168e-6,560.8e-3,0,1.9,1.1,7.467e-24,34.86e-18,500e-9
2113,nom,500e-9,0,1.9,1.2,,-3.514e-15,-6.296e-15,4.372e-15,-271.7e-18,-856.6e-18,857.6e-18,9.628e-15,-8.499e-15,1.211e-15,14.79e-15,6.653e-6,600.1e-6,155.2e-6,224.6e-6,560.9e-3,0,1.9,1.2,8.33e-24,49.65e-18,500e-9
2114,nom,500e-9,0,1.9,1.3,,-3.514e-15,-6.253e-15,4.393e-15,-227.2e-18,-876.7e-18,877.5e-18,9.645e-15,-8.541e-15,1.211e-15,14.79e-15,7.915e-6,657.8e-6,167.5e-6,287.2e-6,561e-3,0,1.9,1.3,9.1e-24,66.54e-18,500e-9
2115,nom,500e-9,0,1.9,1.4,,-3.514e-15,-6.21e-15,4.418e-15,-183.2e-18,-901.5e-18,902e-18,9.667e-15,-8.582e-15,1.211e-15,14.79e-15,9.272e-6,709.5e-6,178.2e-6,355.2e-6,561.2e-3,0,1.9,1.4,9.787e-24,85.25e-18,500e-9
2116,nom,500e-9,0,1.9,1.5,,-3.515e-15,-6.167e-15,4.45e-15,-139.5e-18,-932.7e-18,932.9e-18,9.696e-15,-8.624e-15,1.211e-15,14.79e-15,10.75e-6,755.8e-6,187.3e-6,428e-6,561.3e-3,0,1.9,1.5,10.4e-24,105.5e-18,500e-9
2117,nom,500e-9,0,1.9,1.6,,-3.515e-15,-6.124e-15,4.491e-15,-96.12e-18,-972.6e-18,972.4e-18,9.734e-15,-8.665e-15,1.211e-15,14.79e-15,12.37e-6,797e-6,195.2e-6,505.1e-6,561.5e-3,0,1.9,1.6,10.95e-24,127e-18,500e-9
2118,nom,500e-9,0,1.9,1.7,,-3.515e-15,-6.081e-15,4.542e-15,-53.06e-18,-1.023e-15,1.022e-15,9.783e-15,-8.707e-15,1.211e-15,14.79e-15,14.16e-6,833.7e-6,202e-6,586.1e-6,561.6e-3,0,1.9,1.7,11.43e-24,149.5e-18,500e-9
2119,nom,500e-9,0,1.9,1.8,,-3.516e-15,-6.038e-15,4.602e-15,-10.27e-18,-1.081e-15,1.08e-15,9.839e-15,-8.748e-15,1.211e-15,14.78e-15,16.17e-6,866.2e-6,207.9e-6,670.5e-6,561.8e-3,0,1.9,1.8,11.86e-24,172.6e-18,500e-9
2120,nom,500e-9,0,1.9,1.9,,-3.516e-15,-5.995e-15,4.658e-15,32.26e-18,-1.137e-15,1.134e-15,9.893e-15,-8.788e-15,1.211e-15,14.78e-15,18.42e-6,894.8e-6,213e-6,757.9e-6,562e-3,0,1.9,1.9,12.25e-24,196.1e-18,500e-9
2121,nom,500e-9,0,1.9,2,,-3.516e-15,-5.952e-15,4.698e-15,74.55e-18,-1.175e-15,1.171e-15,9.93e-15,-8.829e-15,1.211e-15,14.78e-15,20.97e-6,919.9e-6,217.5e-6,847.9e-6,562.2e-3,0,1.9,2,12.59e-24,219.6e-18,500e-9
2122,nom,500e-9,0,1.9,2.1,,-3.517e-15,-5.909e-15,4.722e-15,116.6e-18,-1.196e-15,1.191e-15,9.949e-15,-8.87e-15,1.211e-15,14.78e-15,23.88e-6,941.7e-6,221.4e-6,940.3e-6,562.4e-3,0,1.9,2.1,12.9e-24,243e-18,500e-9
2123,nom,500e-9,0,1.9,2.2,,-3.517e-15,-5.866e-15,4.737e-15,158.4e-18,-1.208e-15,1.2e-15,9.96e-15,-8.91e-15,1.211e-15,14.78e-15,27.23e-6,960.4e-6,224.9e-6,1.035e-3,562.6e-3,0,1.9,2.2,13.17e-24,266e-18,500e-9
2124,nom,500e-9,0,1.9,2.3,,-3.517e-15,-5.823e-15,4.749e-15,199.9e-18,-1.216e-15,1.205e-15,9.966e-15,-8.95e-15,1.211e-15,14.77e-15,31.08e-6,976.3e-6,228e-6,1.131e-3,562.8e-3,0,1.9,2.3,13.41e-24,288.2e-18,500e-9
2125,nom,500e-9,0,1.9,2.4,,-3.517e-15,-5.78e-15,4.762e-15,241.1e-18,-1.223e-15,1.207e-15,9.971e-15,-8.989e-15,1.211e-15,14.77e-15,35.57e-6,989.5e-6,230.9e-6,1.228e-3,563e-3,0,1.9,2.4,13.63e-24,309.5e-18,500e-9
2126,nom,500e-9,0,1.9,2.5,,-3.516e-15,-5.737e-15,4.779e-15,281.9e-18,-1.231e-15,1.209e-15,9.976e-15,-9.027e-15,1.211e-15,14.77e-15,40.81e-6,1e-3,233.4e-6,1.327e-3,563.2e-3,0,1.9,2.5,13.83e-24,329.6e-18,500e-9
2127,nom,500e-9,0,1.9,2.6,,-3.515e-15,-5.693e-15,4.801e-15,322.1e-18,-1.242e-15,1.209e-15,9.984e-15,-9.064e-15,1.211e-15,14.77e-15,46.96e-6,1.008e-3,235.9e-6,1.426e-3,563.4e-3,0,1.9,2.6,14e-24,348.3e-18,500e-9
2128,nom,500e-9,0,1.9,2.7,,-3.513e-15,-5.649e-15,4.835e-15,361.6e-18,-1.257e-15,1.21e-15,9.994e-15,-9.099e-15,1.211e-15,14.77e-15,54.25e-6,1.014e-3,238.2e-6,1.526e-3,563.6e-3,0,1.9,2.7,14.17e-24,365.4e-18,500e-9
2129,nom,500e-9,0,2,0,,-3.473e-15,-5.245e-15,4.221e-15,-2.845e-15,-748.6e-18,748.6e-18,4.725e-15,-1.132e-15,1.132e-15,6.377e-15,21.99e-15,4.753e-12,1.528e-12,152.7e-15,560.4e-3,0,2,0,69.65e-33,242.2e-36,500e-9
2130,nom,500e-9,0,2,100e-3,,-3.473e-15,-5.245e-15,4.226e-15,-2.676e-15,-752.9e-18,752.9e-18,4.598e-15,-1.17e-15,1.17e-15,6.415e-15,494e-15,106.8e-12,33.62e-12,3.435e-12,560.4e-3,0,2,100e-3,1.557e-30,122.5e-33,500e-9
2131,nom,500e-9,0,2,200e-3,,-3.473e-15,-5.245e-15,4.23e-15,-2.534e-15,-757.5e-18,757.5e-18,4.481e-15,-1.19e-15,1.19e-15,6.435e-15,11.03e-12,2.379e-9,732.8e-12,76.78e-12,560.4e-3,0,2,200e-3,34.51e-30,61.24e-30,500e-9
2132,nom,500e-9,0,2,300e-3,,-3.473e-15,-5.245e-15,4.235e-15,-2.412e-15,-762.5e-18,762.5e-18,4.376e-15,-1.202e-15,1.2e-15,6.447e-15,239e-12,50.79e-9,15.31e-9,1.668e-9,560.4e-3,0,2,300e-3,733.1e-30,28.9e-27,500e-9
2133,nom,500e-9,0,2,400e-3,,-3.473e-15,-5.255e-15,4.241e-15,-2.296e-15,-767.9e-18,767.9e-18,4.315e-15,-1.251e-15,1.205e-15,6.506e-15,4.584e-9,920.6e-9,271.7e-9,32.34e-9,560.4e-3,0,2,400e-3,13.23e-27,10.72e-24,500e-9
2134,nom,500e-9,0,2,500e-3,,-3.473e-15,-5.427e-15,4.247e-15,-2.003e-15,-773.6e-18,773.8e-18,4.91e-15,-2.133e-15,1.207e-15,7.56e-15,61.23e-9,11.35e-6,3.293e-6,463.1e-9,560.4e-3,0,2,500e-3,162.5e-27,1.975e-21,500e-9
2135,nom,500e-9,0,2,600e-3,,-3.473e-15,-6.256e-15,4.253e-15,-910.8e-18,-779.1e-18,780.4e-18,8.354e-15,-6.664e-15,1.208e-15,12.92e-15,409.9e-9,73.48e-6,21.04e-6,4.038e-6,560.4e-3,0,2,600e-3,1.048e-24,115.3e-21,500e-9
2136,nom,500e-9,0,2,700e-3,,-3.473e-15,-6.493e-15,4.261e-15,-524.7e-18,-786.1e-18,787.6e-18,9.509e-15,-8.198e-15,1.209e-15,14.69e-15,1.209e-6,191.4e-6,54.01e-6,17.15e-6,560.4e-3,0,2,700e-3,2.715e-24,1.412e-18,500e-9
2137,nom,500e-9,0,2,800e-3,,-3.473e-15,-6.466e-15,4.269e-15,-457.7e-18,-794.2e-18,795.7e-18,9.578e-15,-8.326e-15,1.21e-15,14.79e-15,2.198e-6,298.2e-6,82.75e-6,41.76e-6,560.5e-3,0,2,800e-3,4.211e-24,5.529e-18,500e-9
2138,nom,500e-9,0,2,900e-3,,-3.473e-15,-6.424e-15,4.278e-15,-409.8e-18,-803.4e-18,804.8e-18,9.585e-15,-8.372e-15,1.21e-15,14.79e-15,3.228e-6,387.1e-6,105.5e-6,76.02e-6,560.6e-3,0,2,900e-3,5.44e-24,12.72e-18,500e-9
2139,nom,500e-9,0,2,1,,-3.474e-15,-6.382e-15,4.289e-15,-363.6e-18,-813.9e-18,815.2e-18,9.592e-15,-8.414e-15,1.21e-15,14.79e-15,4.281e-6,465.8e-6,124.6e-6,118.6e-6,560.6e-3,0,2,1,6.518e-24,22.73e-18,500e-9
2140,nom,500e-9,0,2,1.1,,-3.474e-15,-6.339e-15,4.301e-15,-318.1e-18,-825.9e-18,827.2e-18,9.6e-15,-8.456e-15,1.21e-15,14.79e-15,5.366e-6,537e-6,141.2e-6,168.5e-6,560.7e-3,0,2,1.1,7.481e-24,35.33e-18,500e-9
2141,nom,500e-9,0,2,1.2,,-3.474e-15,-6.296e-15,4.316e-15,-273.1e-18,-840e-18,841.1e-18,9.611e-15,-8.498e-15,1.211e-15,14.79e-15,6.495e-6,601.2e-6,155.5e-6,225.2e-6,560.9e-3,0,2,1.2,8.343e-24,50.28e-18,500e-9
2142,nom,500e-9,0,2,1.3,,-3.474e-15,-6.253e-15,4.333e-15,-228.7e-18,-856.7e-18,857.7e-18,9.625e-15,-8.539e-15,1.211e-15,14.79e-15,7.684e-6,659e-6,167.8e-6,287.9e-6,561e-3,0,2,1.3,9.114e-24,67.35e-18,500e-9
2143,nom,500e-9,0,2,1.4,,-3.474e-15,-6.21e-15,4.353e-15,-184.6e-18,-876.9e-18,877.6e-18,9.642e-15,-8.581e-15,1.211e-15,14.79e-15,8.949e-6,710.9e-6,178.4e-6,356.1e-6,561.1e-3,0,2,1.4,9.801e-24,86.25e-18,500e-9
2144,nom,500e-9,0,2,1.5,,-3.475e-15,-6.167e-15,4.379e-15,-141e-18,-901.7e-18,902.2e-18,9.665e-15,-8.622e-15,1.211e-15,14.79e-15,10.31e-6,757.3e-6,187.6e-6,429e-6,561.3e-3,0,2,1.5,10.41e-24,106.7e-18,500e-9
2145,nom,500e-9,0,2,1.6,,-3.475e-15,-6.124e-15,4.411e-15,-97.6e-18,-933e-18,933.1e-18,9.694e-15,-8.664e-15,1.211e-15,14.79e-15,11.78e-6,798.7e-6,195.5e-6,506.3e-6,561.4e-3,0,2,1.6,10.96e-24,128.4e-18,500e-9
2146,nom,500e-9,0,2,1.7,,-3.475e-15,-6.081e-15,4.451e-15,-54.54e-18,-972.9e-18,972.6e-18,9.732e-15,-8.705e-15,1.211e-15,14.78e-15,13.39e-6,835.5e-6,202.3e-6,587.5e-6,561.6e-3,0,2,1.7,11.45e-24,151.1e-18,500e-9
2147,nom,500e-9,0,2,1.8,,-3.476e-15,-6.038e-15,4.503e-15,-11.75e-18,-1.023e-15,1.022e-15,9.781e-15,-8.746e-15,1.211e-15,14.78e-15,15.17e-6,868.2e-6,208.2e-6,672.1e-6,561.8e-3,0,2,1.8,11.88e-24,174.5e-18,500e-9
2148,nom,500e-9,0,2,1.9,,-3.476e-15,-5.995e-15,4.562e-15,30.79e-18,-1.082e-15,1.08e-15,9.838e-15,-8.787e-15,1.211e-15,14.78e-15,17.15e-6,897e-6,213.4e-6,759.7e-6,562e-3,0,2,1.9,12.26e-24,198.3e-18,500e-9
2149,nom,500e-9,0,2,2,,-3.476e-15,-5.952e-15,4.619e-15,73.09e-18,-1.137e-15,1.134e-15,9.892e-15,-8.828e-15,1.211e-15,14.78e-15,19.36e-6,922.4e-6,217.8e-6,849.9e-6,562.1e-3,0,2,2,12.61e-24,222.2e-18,500e-9
2150,nom,500e-9,0,2,2.1,,-3.476e-15,-5.909e-15,4.658e-15,115.2e-18,-1.175e-15,1.171e-15,9.928e-15,-8.868e-15,1.211e-15,14.78e-15,21.85e-6,944.5e-6,221.8e-6,942.5e-6,562.3e-3,0,2,2.1,12.91e-24,245.9e-18,500e-9
2151,nom,500e-9,0,2,2.2,,-3.477e-15,-5.866e-15,4.682e-15,157e-18,-1.196e-15,1.191e-15,9.948e-15,-8.909e-15,1.211e-15,14.77e-15,24.68e-6,963.7e-6,225.3e-6,1.037e-3,562.5e-3,0,2,2.2,13.18e-24,269.2e-18,500e-9
2152,nom,500e-9,0,2,2.3,,-3.477e-15,-5.823e-15,4.696e-15,198.6e-18,-1.208e-15,1.2e-15,9.958e-15,-8.949e-15,1.211e-15,14.77e-15,27.9e-6,980.1e-6,228.4e-6,1.134e-3,562.7e-3,0,2,2.3,13.42e-24,291.9e-18,500e-9
2153,nom,500e-9,0,2,2.4,,-3.477e-15,-5.78e-15,4.708e-15,239.9e-18,-1.215e-15,1.205e-15,9.964e-15,-8.989e-15,1.211e-15,14.77e-15,31.6e-6,993.9e-6,231.3e-6,1.231e-3,562.9e-3,0,2,2.4,13.64e-24,313.6e-18,500e-9
2154,nom,500e-9,0,2,2.5,,-3.477e-15,-5.737e-15,4.72e-15,280.9e-18,-1.222e-15,1.207e-15,9.969e-15,-9.028e-15,1.211e-15,14.77e-15,35.87e-6,1.005e-3,233.9e-6,1.33e-3,563.1e-3,0,2,2.5,13.83e-24,334.3e-18,500e-9
2155,nom,500e-9,0,2,2.6,,-3.476e-15,-5.694e-15,4.734e-15,321.5e-18,-1.229e-15,1.209e-15,9.974e-15,-9.066e-15,1.211e-15,14.77e-15,40.83e-6,1.014e-3,236.4e-6,1.43e-3,563.3e-3,0,2,2.6,14.01e-24,353.6e-18,500e-9
2156,nom,500e-9,0,2,2.7,,-3.475e-15,-5.65e-15,4.754e-15,361.6e-18,-1.239e-15,1.209e-15,9.98e-15,-9.103e-15,1.211e-15,14.77e-15,46.61e-6,1.021e-3,238.7e-6,1.531e-3,563.5e-3,0,2,2.7,14.17e-24,371.3e-18,500e-9
2157,nom,500e-9,0,2.1,0,,-3.435e-15,-5.245e-15,4.179e-15,-2.845e-15,-744.7e-18,744.7e-18,4.721e-15,-1.132e-15,1.132e-15,6.377e-15,22.02e-15,4.821e-12,1.549e-12,154.9e-15,560.4e-3,0,2.1,0,70.64e-33,248.7e-36,500e-9
2158,nom,500e-9,0,2.1,100e-3,,-3.435e-15,-5.245e-15,4.183e-15,-2.676e-15,-748.6e-18,748.6e-18,4.594e-15,-1.17e-15,1.17e-15,6.415e-15,494.7e-15,108.4e-12,34.08e-12,3.485e-12,560.4e-3,0,2.1,100e-3,1.58e-30,125.9e-33,500e-9
2159,nom,500e-9,0,2.1,200e-3,,-3.435e-15,-5.245e-15,4.188e-15,-2.534e-15,-752.9e-18,752.9e-18,4.477e-15,-1.19e-15,1.19e-15,6.435e-15,11.04e-12,2.413e-9,742.9e-12,77.91e-12,560.4e-3,0,2.1,200e-3,35e-30,62.9e-30,500e-9
2160,nom,500e-9,0,2.1,300e-3,,-3.435e-15,-5.245e-15,4.192e-15,-2.412e-15,-757.5e-18,757.5e-18,4.371e-15,-1.202e-15,1.2e-15,6.447e-15,239.3e-12,51.51e-9,15.52e-9,1.693e-9,560.4e-3,0,2.1,300e-3,743.4e-30,29.68e-27,500e-9
2161,nom,500e-9,0,2.1,400e-3,,-3.435e-15,-5.255e-15,4.197e-15,-2.296e-15,-762.4e-18,762.5e-18,4.31e-15,-1.251e-15,1.205e-15,6.506e-15,4.59e-9,933.6e-9,275.4e-9,32.81e-9,560.4e-3,0,2.1,400e-3,13.41e-27,11.01e-24,500e-9
2162,nom,500e-9,0,2.1,500e-3,,-3.435e-15,-5.427e-15,4.203e-15,-2.003e-15,-767.7e-18,767.9e-18,4.905e-15,-2.134e-15,1.207e-15,7.561e-15,61.28e-9,11.49e-6,3.331e-6,469.4e-9,560.4e-3,0,2.1,500e-3,164.5e-27,2.026e-21,500e-9
2163,nom,500e-9,0,2.1,600e-3,,-3.435e-15,-6.256e-15,4.209e-15,-911.6e-18,-772.6e-18,773.8e-18,8.348e-15,-6.664e-15,1.208e-15,12.92e-15,409.7e-9,74.08e-6,21.2e-6,4.08e-6,560.4e-3,0,2.1,600e-3,1.056e-24,118e-21,500e-9
2164,nom,500e-9,0,2.1,700e-3,,-3.435e-15,-6.492e-15,4.215e-15,-526.1e-18,-778.8e-18,780.4e-18,9.502e-15,-8.197e-15,1.209e-15,14.69e-15,1.206e-6,192.3e-6,54.25e-6,17.27e-6,560.4e-3,0,2.1,700e-3,2.728e-24,1.44e-18,500e-9
2165,nom,500e-9,0,2.1,800e-3,,-3.435e-15,-6.466e-15,4.223e-15,-459.1e-18,-786.1e-18,787.6e-18,9.57e-15,-8.325e-15,1.21e-15,14.79e-15,2.186e-6,299.2e-6,83e-6,41.98e-6,560.5e-3,0,2.1,800e-3,4.225e-24,5.624e-18,500e-9
2166,nom,500e-9,0,2.1,900e-3,,-3.435e-15,-6.424e-15,4.231e-15,-411.3e-18,-794.3e-18,795.7e-18,9.576e-15,-8.37e-15,1.21e-15,14.79e-15,3.2e-6,388.1e-6,105.7e-6,76.35e-6,560.5e-3,0,2.1,900e-3,5.454e-24,12.91e-18,500e-9
2167,nom,500e-9,0,2.1,1,,-3.435e-15,-6.381e-15,4.241e-15,-365.1e-18,-803.5e-18,804.9e-18,9.581e-15,-8.413e-15,1.21e-15,14.79e-15,4.228e-6,466.9e-6,124.9e-6,119e-6,560.6e-3,0,2.1,1,6.531e-24,23.05e-18,500e-9
2168,nom,500e-9,0,2.1,1.1,,-3.436e-15,-6.339e-15,4.251e-15,-319.5e-18,-814e-18,815.3e-18,9.588e-15,-8.454e-15,1.21e-15,14.79e-15,5.278e-6,538.1e-6,141.4e-6,169.1e-6,560.7e-3,0,2.1,1.1,7.494e-24,35.78e-18,500e-9
2169,nom,500e-9,0,2.1,1.2,,-3.436e-15,-6.296e-15,4.264e-15,-274.6e-18,-826e-18,827.2e-18,9.597e-15,-8.496e-15,1.211e-15,14.79e-15,6.361e-6,602.4e-6,155.7e-6,225.9e-6,560.8e-3,0,2.1,1.2,8.357e-24,50.89e-18,500e-9
2170,nom,500e-9,0,2.1,1.3,,-3.436e-15,-6.253e-15,4.278e-15,-230.1e-18,-840.1e-18,841.2e-18,9.608e-15,-8.538e-15,1.211e-15,14.79e-15,7.49e-6,660.2e-6,168e-6,288.7e-6,561e-3,0,2.1,1.3,9.127e-24,68.13e-18,500e-9
2171,nom,500e-9,0,2.1,1.4,,-3.436e-15,-6.21e-15,4.295e-15,-186.1e-18,-856.8e-18,857.7e-18,9.622e-15,-8.579e-15,1.211e-15,14.79e-15,8.678e-6,712.1e-6,178.6e-6,356.9e-6,561.1e-3,0,2.1,1.4,9.814e-24,87.22e-18,500e-9
2172,nom,500e-9,0,2.1,1.5,,-3.437e-15,-6.167e-15,4.316e-15,-142.4e-18,-877e-18,877.7e-18,9.64e-15,-8.621e-15,1.211e-15,14.79e-15,9.94e-6,758.6e-6,187.8e-6,430e-6,561.3e-3,0,2.1,1.5,10.43e-24,107.9e-18,500e-9
2173,nom,500e-9,0,2.1,1.6,,-3.437e-15,-6.124e-15,4.341e-15,-99.06e-18,-901.9e-18,902.3e-18,9.663e-15,-8.662e-15,1.211e-15,14.78e-15,11.29e-6,800.1e-6,195.7e-6,507.5e-6,561.4e-3,0,2.1,1.6,10.97e-24,129.8e-18,500e-9
2174,nom,500e-9,0,2.1,1.7,,-3.437e-15,-6.08e-15,4.373e-15,-56e-18,-933.2e-18,933.3e-18,9.693e-15,-8.704e-15,1.211e-15,14.78e-15,12.76e-6,837.1e-6,202.6e-6,588.8e-6,561.6e-3,0,2.1,1.7,11.46e-24,152.8e-18,500e-9
2175,nom,500e-9,0,2.1,1.8,,-3.437e-15,-6.037e-15,4.414e-15,-13.22e-18,-973.2e-18,972.9e-18,9.731e-15,-8.745e-15,1.211e-15,14.78e-15,14.36e-6,869.9e-6,208.5e-6,673.5e-6,561.8e-3,0,2.1,1.8,11.89e-24,176.4e-18,500e-9
2176,nom,500e-9,0,2.1,1.9,,-3.438e-15,-5.994e-15,4.465e-15,29.32e-18,-1.024e-15,1.023e-15,9.78e-15,-8.786e-15,1.211e-15,14.78e-15,16.11e-6,899e-6,213.6e-6,761.3e-6,561.9e-3,0,2.1,1.9,12.28e-24,200.4e-18,500e-9
2177,nom,500e-9,0,2.1,2,,-3.438e-15,-5.951e-15,4.525e-15,71.63e-18,-1.082e-15,1.081e-15,9.837e-15,-8.826e-15,1.211e-15,14.78e-15,18.06e-6,924.6e-6,218.1e-6,851.8e-6,562.1e-3,0,2.1,2,12.62e-24,224.6e-18,500e-9
2178,nom,500e-9,0,2.1,2.1,,-3.438e-15,-5.908e-15,4.581e-15,113.7e-18,-1.137e-15,1.135e-15,9.89e-15,-8.867e-15,1.211e-15,14.77e-15,20.23e-6,947e-6,222.1e-6,944.6e-6,562.3e-3,0,2.1,2.1,12.92e-24,248.6e-18,500e-9
2179,nom,500e-9,0,2.1,2.2,,-3.438e-15,-5.865e-15,4.62e-15,155.6e-18,-1.175e-15,1.172e-15,9.927e-15,-8.908e-15,1.211e-15,14.77e-15,22.66e-6,966.5e-6,225.6e-6,1.039e-3,562.5e-3,0,2.1,2.2,13.19e-24,272.3e-18,500e-9
2180,nom,500e-9,0,2.1,2.3,,-3.439e-15,-5.823e-15,4.643e-15,197.2e-18,-1.196e-15,1.191e-15,9.947e-15,-8.948e-15,1.211e-15,14.77e-15,25.4e-6,983.2e-6,228.8e-6,1.136e-3,562.7e-3,0,2.1,2.3,13.44e-24,295.3e-18,500e-9
2181,nom,500e-9,0,2.1,2.4,,-3.439e-15,-5.78e-15,4.658e-15,238.6e-18,-1.207e-15,1.2e-15,9.957e-15,-8.988e-15,1.211e-15,14.77e-15,28.51e-6,997.5e-6,231.6e-6,1.234e-3,562.9e-3,0,2.1,2.4,13.65e-24,317.5e-18,500e-9
2182,nom,500e-9,0,2.1,2.5,,-3.439e-15,-5.737e-15,4.668e-15,279.7e-18,-1.215e-15,1.205e-15,9.962e-15,-9.028e-15,1.211e-15,14.77e-15,32.06e-6,1.009e-3,234.3e-6,1.334e-3,563.1e-3,0,2.1,2.5,13.84e-24,338.5e-18,500e-9
2183,nom,500e-9,0,2.1,2.6,,-3.438e-15,-5.694e-15,4.679e-15,320.6e-18,-1.221e-15,1.207e-15,9.967e-15,-9.067e-15,1.211e-15,14.77e-15,36.13e-6,1.019e-3,236.7e-6,1.434e-3,563.3e-3,0,2.1,2.6,14.01e-24,358.3e-18,500e-9
2184,nom,500e-9,0,2.1,2.7,,-3.438e-15,-5.651e-15,4.692e-15,361e-18,-1.227e-15,1.209e-15,9.971e-15,-9.105e-15,1.211e-15,14.76e-15,40.83e-6,1.027e-3,239.1e-6,1.536e-3,563.5e-3,0,2.1,2.7,14.17e-24,376.6e-18,500e-9
2185,nom,500e-9,0,2.2,0,,-3.399e-15,-5.245e-15,4.14e-15,-2.845e-15,-741e-18,741e-18,4.718e-15,-1.132e-15,1.132e-15,6.377e-15,22.06e-15,4.89e-12,1.57e-12,157.2e-15,560.3e-3,0,2.2,0,71.63e-33,255.4e-36,500e-9
2186,nom,500e-9,0,2.2,100e-3,,-3.399e-15,-5.245e-15,4.143e-15,-2.676e-15,-744.7e-18,744.7e-18,4.59e-15,-1.17e-15,1.17e-15,6.415e-15,495.6e-15,109.9e-12,34.55e-12,3.536e-12,560.3e-3,0,2.2,100e-3,1.602e-30,129.2e-33,500e-9
2187,nom,500e-9,0,2.2,200e-3,,-3.399e-15,-5.245e-15,4.147e-15,-2.534e-15,-748.6e-18,748.6e-18,4.472e-15,-1.19e-15,1.19e-15,6.435e-15,11.06e-12,2.447e-9,752.9e-12,79.06e-12,560.3e-3,0,2.2,200e-3,35.49e-30,64.57e-30,500e-9
2188,nom,500e-9,0,2.2,300e-3,,-3.399e-15,-5.245e-15,4.151e-15,-2.412e-15,-752.9e-18,752.9e-18,4.366e-15,-1.202e-15,1.2e-15,6.447e-15,239.7e-12,52.24e-9,15.73e-9,1.718e-9,560.3e-3,0,2.2,300e-3,753.8e-30,30.47e-27,500e-9
2189,nom,500e-9,0,2.2,400e-3,,-3.399e-15,-5.255e-15,4.156e-15,-2.296e-15,-757.5e-18,757.5e-18,4.305e-15,-1.251e-15,1.205e-15,6.506e-15,4.597e-9,946.6e-9,279e-9,33.29e-9,560.3e-3,0,2.2,400e-3,13.59e-27,11.3e-24,500e-9
2190,nom,500e-9,0,2.2,500e-3,,-3.399e-15,-5.427e-15,4.161e-15,-2.003e-15,-762.2e-18,762.5e-18,4.9e-15,-2.134e-15,1.207e-15,7.562e-15,61.34e-9,11.64e-6,3.37e-6,475.7e-9,560.3e-3,0,2.2,500e-3,166.5e-27,2.078e-21,500e-9
