Point,Corner,Lx,vb,vd,vg,Pass/Fail,capbd,capbs,cdd,cgb,cgd,cgdo,cgg,cgs,cgso,css,gds,gm,gmbs,id,vth,vb,vd,vg,nid,sfl,l
4698,nom,1e-6,100e-3,2.7,2.1,,-3.27e-15,-5.824e-15,4.152e-15,798.7e-18,-879.4e-18,877.3e-18,18.52e-15,-18.44e-15,1.21e-15,24.26e-15,3.956e-6,629e-6,136.3e-6,598.4e-6,506.9e-3,100e-3,2.7,2.1,8.41e-24,51.27e-18,1e-6
4699,nom,1e-6,100e-3,2.7,2.2,,-3.271e-15,-5.739e-15,4.178e-15,886.3e-18,-904.4e-18,901.9e-18,18.54e-15,-18.53e-15,1.21e-15,24.26e-15,4.485e-6,648.5e-6,140.7e-6,662e-6,507.1e-3,100e-3,2.7,2.2,8.673e-24,56.86e-18,1e-6
4700,nom,1e-6,100e-3,2.7,2.3,,-3.271e-15,-5.654e-15,4.21e-15,973.8e-18,-935.9e-18,932.9e-18,18.57e-15,-18.61e-15,1.21e-15,24.26e-15,5.084e-6,666.2e-6,145e-6,727.3e-6,507.2e-3,100e-3,2.7,2.3,8.919e-24,62.46e-18,1e-6
4701,nom,1e-6,100e-3,2.7,2.4,,-3.271e-15,-5.57e-15,4.251e-15,1.061e-15,-976.1e-18,972.5e-18,18.61e-15,-18.7e-15,1.21e-15,24.26e-15,5.766e-6,682.5e-6,149.4e-6,794.4e-6,507.3e-3,100e-3,2.7,2.4,9.148e-24,68.01e-18,1e-6
4702,nom,1e-6,100e-3,2.7,2.5,,-3.271e-15,-5.485e-15,4.303e-15,1.148e-15,-1.027e-15,1.022e-15,18.66e-15,-18.78e-15,1.21e-15,24.26e-15,6.543e-6,697.3e-6,153.8e-6,863e-6,507.5e-3,100e-3,2.7,2.5,9.363e-24,73.47e-18,1e-6
4703,nom,1e-6,100e-3,2.7,2.6,,-3.271e-15,-5.4e-15,4.363e-15,1.235e-15,-1.085e-15,1.08e-15,18.72e-15,-18.87e-15,1.21e-15,24.27e-15,7.433e-6,710.7e-6,158.3e-6,932.9e-6,507.6e-3,100e-3,2.7,2.6,9.565e-24,78.78e-18,1e-6
4704,nom,1e-6,100e-3,2.7,2.7,,-3.27e-15,-5.316e-15,4.419e-15,1.322e-15,-1.14e-15,1.134e-15,18.77e-15,-18.95e-15,1.21e-15,24.27e-15,8.458e-6,722.7e-6,162.8e-6,1.004e-3,507.7e-3,100e-3,2.7,2.7,9.756e-24,83.89e-18,1e-6
4705,nom,2e-6,0,0,0,,-5.245e-15,-5.245e-15,6.375e-15,-12.21e-15,-1.13e-15,1.13e-15,14.47e-15,-1.131e-15,1.13e-15,6.375e-15,4.836e-12,0,0,-0,517e-3,0,0,0,80.16e-33,0,2e-6
4706,nom,2e-6,0,0,100e-3,,-5.245e-15,-5.245e-15,6.413e-15,-11.52e-15,-1.168e-15,1.168e-15,13.86e-15,-1.169e-15,1.168e-15,6.413e-15,108.6e-12,0,0,-0,517e-3,0,0,100e-3,1.801e-30,0,2e-6
4707,nom,2e-6,0,0,200e-3,,-5.245e-15,-5.245e-15,6.436e-15,-10.93e-15,-1.19e-15,1.189e-15,13.31e-15,-1.19e-15,1.189e-15,6.436e-15,2.411e-9,0,0,-0,517e-3,0,0,200e-3,39.97e-30,0,2e-6
4708,nom,2e-6,0,0,300e-3,,-5.253e-15,-5.245e-15,6.503e-15,-10.42e-15,-1.223e-15,1.198e-15,12.86e-15,-1.224e-15,1.198e-15,6.496e-15,50.66e-9,0,0,-0,517e-3,0,0,300e-3,839.8e-30,0,2e-6
4709,nom,2e-6,0,0,400e-3,,-5.416e-15,-5.236e-15,7.738e-15,-9.726e-15,-1.738e-15,1.203e-15,13.24e-15,-1.779e-15,1.203e-15,7.592e-15,861e-9,0,0,-0,517e-3,0,0,400e-3,14.27e-27,0,2e-6
4710,nom,2e-6,0,0,500e-3,,-7.684e-15,-5.589e-15,22.69e-15,-5.818e-15,-7.944e-15,1.206e-15,24.47e-15,-10.71e-15,1.206e-15,22.2e-15,8.442e-6,0,0,-0,517e-3,0,0,500e-3,139.9e-27,0,2e-6
4711,nom,2e-6,0,0,600e-3,,-11.3e-15,-6.835e-15,43.76e-15,24.2e-18,-16.69e-15,1.207e-15,43.15e-15,-26.49e-15,1.207e-15,44.76e-15,35.7e-6,0,0,-0,517e-3,0,0,600e-3,591.2e-27,0,2e-6
4712,nom,2e-6,0,0,700e-3,,-11.72e-15,-6.006e-15,50.14e-15,729.3e-18,-19.34e-15,1.208e-15,45.36e-15,-26.76e-15,1.208e-15,48.73e-15,77.56e-6,0,0,-0,517e-3,0,0,700e-3,1.283e-24,0,2e-6
4713,nom,2e-6,0,0,800e-3,,-11.74e-15,-5.433e-15,52.57e-15,784.6e-18,-20.34e-15,1.208e-15,45.44e-15,-25.88e-15,1.208e-15,49.63e-15,122.2e-6,0,0,-0,517e-3,0,0,800e-3,2.018e-24,0,2e-6
4714,nom,2e-6,0,0,900e-3,,-11.75e-15,-5.12e-15,53.83e-15,805.8e-18,-20.87e-15,1.209e-15,45.43e-15,-25.36e-15,1.209e-15,50.06e-15,166.1e-6,0,0,-0,517e-3,0,0,900e-3,2.74e-24,0,2e-6
4715,nom,2e-6,0,0,1,,-11.75e-15,-4.928e-15,54.61e-15,822.4e-18,-21.19e-15,1.209e-15,45.41e-15,-25.04e-15,1.209e-15,50.31e-15,208.8e-6,0,0,-0,517e-3,0,0,1,3.44e-24,0,2e-6
4716,nom,2e-6,0,0,1.1,,-11.75e-15,-4.798e-15,55.13e-15,836.5e-18,-21.4e-15,1.209e-15,45.39e-15,-24.83e-15,1.209e-15,50.49e-15,250.2e-6,0,0,-0,517e-3,0,0,1.1,4.119e-24,0,2e-6
4717,nom,2e-6,0,0,1.2,,-11.75e-15,-4.706e-15,55.5e-15,848.4e-18,-21.56e-15,1.209e-15,45.38e-15,-24.67e-15,1.209e-15,50.61e-15,290.4e-6,0,0,-0,517e-3,0,0,1.2,4.775e-24,0,2e-6
4718,nom,2e-6,0,0,1.3,,-11.75e-15,-4.636e-15,55.79e-15,858.7e-18,-21.68e-15,1.209e-15,45.37e-15,-24.55e-15,1.209e-15,50.71e-15,329.3e-6,0,0,-0,517e-3,0,0,1.3,5.408e-24,0,2e-6
4719,nom,2e-6,0,0,1.4,,-11.75e-15,-4.582e-15,56.01e-15,867.6e-18,-21.77e-15,1.209e-15,45.36e-15,-24.46e-15,1.209e-15,50.78e-15,366.9e-6,0,0,-0,517e-3,0,0,1.4,6.019e-24,0,2e-6
4720,nom,2e-6,0,0,1.5,,-11.75e-15,-4.538e-15,56.18e-15,875.3e-18,-21.84e-15,1.209e-15,45.35e-15,-24.38e-15,1.209e-15,50.84e-15,403.1e-6,0,0,-0,517e-3,0,0,1.5,6.607e-24,0,2e-6
4721,nom,2e-6,0,0,1.6,,-11.75e-15,-4.503e-15,56.33e-15,882e-18,-21.9e-15,1.209e-15,45.34e-15,-24.32e-15,1.209e-15,50.89e-15,437.9e-6,0,0,-0,517e-3,0,0,1.6,7.171e-24,0,2e-6
4722,nom,2e-6,0,0,1.7,,-11.75e-15,-4.473e-15,56.45e-15,887.9e-18,-21.95e-15,1.209e-15,45.33e-15,-24.27e-15,1.209e-15,50.93e-15,471.4e-6,0,0,-0,517e-3,0,0,1.7,7.712e-24,0,2e-6
4723,nom,2e-6,0,0,1.8,,-11.75e-15,-4.448e-15,56.56e-15,893.2e-18,-22e-15,1.209e-15,45.33e-15,-24.22e-15,1.209e-15,50.96e-15,503.6e-6,0,0,-0,517e-3,0,0,1.8,8.231e-24,0,2e-6
4724,nom,2e-6,0,0,1.9,,-11.75e-15,-4.427e-15,56.64e-15,897.8e-18,-22.03e-15,1.209e-15,45.32e-15,-24.19e-15,1.209e-15,50.99e-15,534.4e-6,0,0,-0,517e-3,0,0,1.9,8.727e-24,0,2e-6
4725,nom,2e-6,0,0,2,,-11.75e-15,-4.408e-15,56.72e-15,901.9e-18,-22.07e-15,1.209e-15,45.32e-15,-24.15e-15,1.209e-15,51.02e-15,563.9e-6,0,0,-0,517e-3,0,0,2,9.201e-24,0,2e-6
4726,nom,2e-6,0,0,2.1,,-11.75e-15,-4.392e-15,56.79e-15,905.6e-18,-22.09e-15,1.209e-15,45.31e-15,-24.12e-15,1.209e-15,51.04e-15,592e-6,0,0,-0,517e-3,0,0,2.1,9.652e-24,0,2e-6
4727,nom,2e-6,0,0,2.2,,-11.75e-15,-4.378e-15,56.85e-15,908.9e-18,-22.12e-15,1.209e-15,45.31e-15,-24.1e-15,1.209e-15,51.06e-15,618.9e-6,0,0,-0,517e-3,0,0,2.2,10.08e-24,0,2e-6
4728,nom,2e-6,0,0,2.3,,-11.75e-15,-4.365e-15,56.9e-15,911.9e-18,-22.14e-15,1.21e-15,45.31e-15,-24.08e-15,1.21e-15,51.08e-15,644.4e-6,0,0,-0,517e-3,0,0,2.3,10.49e-24,0,2e-6
4729,nom,2e-6,0,0,2.4,,-11.75e-15,-4.354e-15,56.95e-15,914.6e-18,-22.16e-15,1.21e-15,45.3e-15,-24.06e-15,1.21e-15,51.1e-15,668.7e-6,0,0,-0,517e-3,0,0,2.4,10.88e-24,0,2e-6
4730,nom,2e-6,0,0,2.5,,-11.75e-15,-4.344e-15,56.99e-15,917e-18,-22.18e-15,1.21e-15,45.3e-15,-24.04e-15,1.21e-15,51.11e-15,691.8e-6,0,0,-0,517e-3,0,0,2.5,11.25e-24,0,2e-6
4731,nom,2e-6,0,0,2.6,,-11.75e-15,-4.335e-15,57.03e-15,919.2e-18,-22.19e-15,1.21e-15,45.3e-15,-24.02e-15,1.21e-15,51.12e-15,713.7e-6,0,0,-0,517e-3,0,0,2.6,11.6e-24,0,2e-6
4732,nom,2e-6,0,0,2.7,,-11.75e-15,-4.327e-15,57.07e-15,921.2e-18,-22.21e-15,1.21e-15,45.29e-15,-24.01e-15,1.21e-15,51.13e-15,734.5e-6,0,0,-0,517e-3,0,0,2.7,11.93e-24,0,2e-6
4733,nom,2e-6,0,100e-3,0,,-5.033e-15,-5.245e-15,6.109e-15,-12.21e-15,-1.076e-15,1.076e-15,14.42e-15,-1.131e-15,1.13e-15,6.375e-15,73.9e-15,3.429e-12,1.127e-12,110.1e-15,517e-3,0,100e-3,0,51.17e-33,30.1e-36,2e-6
4734,nom,2e-6,0,100e-3,100e-3,,-5.033e-15,-5.245e-15,6.163e-15,-11.52e-15,-1.13e-15,1.13e-15,13.82e-15,-1.169e-15,1.168e-15,6.413e-15,1.66e-12,76.92e-12,24.76e-12,2.474e-12,517e-3,0,100e-3,100e-3,1.142e-30,15.19e-33,2e-6
4735,nom,2e-6,0,100e-3,200e-3,,-5.033e-15,-5.245e-15,6.201e-15,-10.93e-15,-1.168e-15,1.168e-15,13.29e-15,-1.191e-15,1.189e-15,6.435e-15,36.86e-12,1.695e-9,534.1e-12,54.92e-12,517e-3,0,100e-3,200e-3,25.03e-30,7.483e-30,2e-6
4736,nom,2e-6,0,100e-3,300e-3,,-5.033e-15,-5.252e-15,6.222e-15,-10.42e-15,-1.189e-15,1.189e-15,12.84e-15,-1.236e-15,1.198e-15,6.487e-15,777.3e-12,34.53e-9,10.66e-9,1.156e-9,517e-3,0,100e-3,300e-3,507.9e-30,3.298e-27,2e-6
4737,nom,2e-6,0,100e-3,400e-3,,-5.041e-15,-5.385e-15,6.245e-15,-9.792e-15,-1.204e-15,1.198e-15,13.02e-15,-2.029e-15,1.203e-15,7.392e-15,14.08e-9,548.6e-9,165.9e-9,20.26e-9,517e-3,0,100e-3,400e-3,8.051e-27,933.6e-27,2e-6
4738,nom,2e-6,0,100e-3,500e-3,,-5.18e-15,-7.137e-15,6.512e-15,-6.743e-15,-1.318e-15,1.203e-15,21.39e-15,-13.33e-15,1.206e-15,20.12e-15,232e-9,5.685e-6,1.694e-6,249.4e-9,517e-3,0,100e-3,500e-3,84.09e-27,89.86e-24,2e-6
4739,nom,2e-6,0,100e-3,600e-3,,-6.071e-15,-9.832e-15,9.733e-15,-1.915e-15,-2.656e-15,1.206e-15,36.38e-15,-31.81e-15,1.207e-15,40.6e-15,3.817e-6,24.71e-6,7.288e-6,1.672e-6,517e-3,0,100e-3,600e-3,395.6e-27,1.809e-21,2e-6
4740,nom,2e-6,0,100e-3,700e-3,,-8.033e-15,-9.26e-15,21.81e-15,-449.1e-18,-7.665e-15,1.207e-15,40.94e-15,-32.82e-15,1.208e-15,44.07e-15,25.04e-6,39.43e-6,11.64e-6,5.012e-6,517e-3,0,100e-3,700e-3,971.7e-27,7.936e-21,2e-6
4741,nom,2e-6,0,100e-3,800e-3,,-9.442e-15,-7.794e-15,34.32e-15,249.9e-18,-12.86e-15,1.208e-15,43.26e-15,-30.66e-15,1.208e-15,46.06e-15,62.01e-6,42.52e-6,12.73e-6,9.156e-6,517e-3,0,100e-3,800e-3,1.629e-24,16.08e-21,2e-6
4742,nom,2e-6,0,100e-3,900e-3,,-10.02e-15,-6.715e-15,41.51e-15,544.4e-18,-15.84e-15,1.208e-15,44.26e-15,-28.96e-15,1.209e-15,47.46e-15,103.1e-6,42.46e-6,12.97e-6,13.41e-6,517e-3,0,100e-3,900e-3,2.297e-24,24.07e-21,2e-6
4743,nom,2e-6,0,100e-3,1,,-10.26e-15,-6.021e-15,45.55e-15,679.6e-18,-17.52e-15,1.209e-15,44.71e-15,-27.87e-15,1.209e-15,48.36e-15,144.7e-6,41.69e-6,13.04e-6,17.61e-6,517e-3,0,100e-3,1,2.963e-24,31.32e-21,2e-6
4744,nom,2e-6,0,100e-3,1.1,,-10.37e-15,-5.556e-15,48.04e-15,751.8e-18,-18.55e-15,1.209e-15,44.93e-15,-27.13e-15,1.209e-15,48.96e-15,185.8e-6,40.68e-6,13.05e-6,21.72e-6,517e-3,0,100e-3,1.1,3.618e-24,37.68e-21,2e-6
4745,nom,2e-6,0,100e-3,1.2,,-10.43e-15,-5.229e-15,49.71e-15,795.5e-18,-19.24e-15,1.209e-15,45.05e-15,-26.6e-15,1.209e-15,49.38e-15,226.1e-6,39.54e-6,13.04e-6,25.72e-6,517.1e-3,0,100e-3,1.2,4.258e-24,43.12e-21,2e-6
4746,nom,2e-6,0,100e-3,1.3,,-10.46e-15,-4.987e-15,50.89e-15,824.5e-18,-19.73e-15,1.209e-15,45.12e-15,-26.22e-15,1.209e-15,49.7e-15,265.4e-6,38.31e-6,13.02e-6,29.6e-6,517.1e-3,0,100e-3,1.3,4.88e-24,47.65e-21,2e-6
4747,nom,2e-6,0,100e-3,1.4,,-10.48e-15,-4.801e-15,51.76e-15,845.2e-18,-20.1e-15,1.209e-15,45.17e-15,-25.92e-15,1.209e-15,49.94e-15,303.5e-6,37.04e-6,13e-6,33.35e-6,517.1e-3,0,100e-3,1.4,5.482e-24,51.28e-21,2e-6
4748,nom,2e-6,0,100e-3,1.5,,-10.49e-15,-4.655e-15,52.44e-15,860.7e-18,-20.38e-15,1.209e-15,45.2e-15,-25.68e-15,1.209e-15,50.13e-15,340.4e-6,35.73e-6,12.97e-6,36.97e-6,517.1e-3,0,100e-3,1.5,6.064e-24,54.07e-21,2e-6
4749,nom,2e-6,0,100e-3,1.6,,-10.5e-15,-4.536e-15,52.98e-15,872.8e-18,-20.6e-15,1.209e-15,45.22e-15,-25.49e-15,1.209e-15,50.28e-15,376.1e-6,34.41e-6,12.94e-6,40.46e-6,517.1e-3,0,100e-3,1.6,6.624e-24,56.07e-21,2e-6
4750,nom,2e-6,0,100e-3,1.7,,-10.5e-15,-4.439e-15,53.42e-15,882.4e-18,-20.78e-15,1.209e-15,45.23e-15,-25.33e-15,1.209e-15,50.41e-15,410.5e-6,33.07e-6,12.9e-6,43.81e-6,517.1e-3,0,100e-3,1.7,7.162e-24,57.32e-21,2e-6
4751,nom,2e-6,0,100e-3,1.8,,-10.5e-15,-4.357e-15,53.78e-15,890.3e-18,-20.93e-15,1.209e-15,45.24e-15,-25.2e-15,1.209e-15,50.52e-15,443.6e-6,31.74e-6,12.86e-6,47.03e-6,517.1e-3,0,100e-3,1.8,7.68e-24,57.88e-21,2e-6
4752,nom,2e-6,0,100e-3,1.9,,-10.5e-15,-4.287e-15,54.08e-15,896.9e-18,-21.06e-15,1.209e-15,45.25e-15,-25.09e-15,1.209e-15,50.61e-15,475.4e-6,30.41e-6,12.83e-6,50.12e-6,517.1e-3,0,100e-3,1.9,8.175e-24,57.82e-21,2e-6
4753,nom,2e-6,0,100e-3,2,,-10.5e-15,-4.228e-15,54.34e-15,902.5e-18,-21.17e-15,1.209e-15,45.26e-15,-24.99e-15,1.209e-15,50.69e-15,505.8e-6,29.1e-6,12.78e-6,53.07e-6,517.1e-3,0,100e-3,2,8.649e-24,57.17e-21,2e-6
4754,nom,2e-6,0,100e-3,2.1,,-10.5e-15,-4.176e-15,54.57e-15,907.3e-18,-21.26e-15,1.209e-15,45.26e-15,-24.9e-15,1.209e-15,50.76e-15,535e-6,27.8e-6,12.74e-6,55.9e-6,517.1e-3,0,100e-3,2.1,9.102e-24,56.01e-21,2e-6
4755,nom,2e-6,0,100e-3,2.2,,-10.5e-15,-4.13e-15,54.76e-15,911.4e-18,-21.34e-15,1.209e-15,45.26e-15,-24.83e-15,1.209e-15,50.82e-15,562.9e-6,26.52e-6,12.7e-6,58.59e-6,517.1e-3,0,100e-3,2.2,9.534e-24,54.38e-21,2e-6
4756,nom,2e-6,0,100e-3,2.3,,-10.5e-15,-4.09e-15,54.94e-15,915e-18,-21.41e-15,1.209e-15,45.26e-15,-24.76e-15,1.21e-15,50.87e-15,589.6e-6,25.26e-6,12.65e-6,61.16e-6,517.1e-3,0,100e-3,2.3,9.946e-24,52.33e-21,2e-6
4757,nom,2e-6,0,100e-3,2.4,,-10.5e-15,-4.054e-15,55.09e-15,918.2e-18,-21.48e-15,1.21e-15,45.26e-15,-24.7e-15,1.21e-15,50.92e-15,615e-6,24.03e-6,12.6e-6,63.6e-6,517.1e-3,0,100e-3,2.4,10.34e-24,49.91e-21,2e-6
4758,nom,2e-6,0,100e-3,2.5,,-10.5e-15,-4.022e-15,55.22e-15,920.9e-18,-21.53e-15,1.21e-15,45.27e-15,-24.65e-15,1.21e-15,50.96e-15,639.2e-6,22.83e-6,12.54e-6,65.92e-6,517.1e-3,0,100e-3,2.5,10.71e-24,47.18e-21,2e-6
4759,nom,2e-6,0,100e-3,2.6,,-10.5e-15,-3.993e-15,55.35e-15,923.4e-18,-21.59e-15,1.21e-15,45.27e-15,-24.6e-15,1.21e-15,51e-15,662.2e-6,21.65e-6,12.49e-6,68.13e-6,517.1e-3,0,100e-3,2.6,11.06e-24,44.17e-21,2e-6
4760,nom,2e-6,0,100e-3,2.7,,-10.5e-15,-3.967e-15,55.46e-15,925.6e-18,-21.63e-15,1.21e-15,45.27e-15,-24.56e-15,1.21e-15,51.03e-15,684e-6,20.51e-6,12.43e-6,70.21e-6,517.1e-3,0,100e-3,2.7,11.4e-24,40.92e-21,2e-6
4761,nom,2e-6,0,200e-3,0,,-4.854e-15,-5.245e-15,5.873e-15,-12.21e-15,-1.019e-15,1.019e-15,14.36e-15,-1.131e-15,1.13e-15,6.375e-15,14.03e-15,3.526e-12,1.158e-12,113.2e-15,517e-3,0,200e-3,0,51.92e-33,33.13e-36,2e-6
4762,nom,2e-6,0,200e-3,100e-3,,-4.854e-15,-5.245e-15,5.93e-15,-11.52e-15,-1.076e-15,1.076e-15,13.76e-15,-1.169e-15,1.168e-15,6.413e-15,315.1e-15,79.09e-12,25.45e-12,2.544e-12,517e-3,0,200e-3,100e-3,1.159e-30,16.72e-33,2e-6
4763,nom,2e-6,0,200e-3,200e-3,,-4.854e-15,-5.245e-15,5.984e-15,-10.93e-15,-1.13e-15,1.13e-15,13.25e-15,-1.191e-15,1.189e-15,6.435e-15,6.995e-12,1.742e-9,549e-12,56.47e-12,517e-3,0,200e-3,200e-3,25.4e-30,8.238e-30,2e-6
4764,nom,2e-6,0,200e-3,300e-3,,-4.854e-15,-5.252e-15,6.022e-15,-10.42e-15,-1.168e-15,1.168e-15,12.82e-15,-1.236e-15,1.198e-15,6.487e-15,147.3e-12,35.51e-9,10.95e-9,1.189e-9,517e-3,0,200e-3,300e-3,515e-30,3.633e-27,2e-6
4765,nom,2e-6,0,200e-3,400e-3,,-4.856e-15,-5.382e-15,6.045e-15,-9.794e-15,-1.189e-15,1.189e-15,13.01e-15,-2.024e-15,1.203e-15,7.397e-15,2.602e-9,564.8e-9,170.8e-9,20.85e-9,517e-3,0,200e-3,400e-3,8.157e-27,1.039e-24,2e-6
4766,nom,2e-6,0,200e-3,500e-3,,-4.897e-15,-7.082e-15,6.099e-15,-6.785e-15,-1.218e-15,1.198e-15,21.24e-15,-13.24e-15,1.206e-15,20.19e-15,35.1e-9,5.929e-6,1.765e-6,258.4e-9,517e-3,0,200e-3,500e-3,85.41e-27,107.8e-24,2e-6
4767,nom,2e-6,0,200e-3,600e-3,,-5.066e-15,-9.675e-15,6.518e-15,-2.245e-15,-1.394e-15,1.203e-15,35.22e-15,-31.58e-15,1.207e-15,40.79e-15,378.6e-9,28.06e-6,8.242e-6,1.804e-6,517e-3,0,200e-3,600e-3,405.1e-27,2.687e-21,2e-6
4768,nom,2e-6,0,200e-3,700e-3,,-5.457e-15,-9.816e-15,8.329e-15,-1.383e-15,-2.147e-15,1.206e-15,37.43e-15,-33.9e-15,1.208e-15,43.26e-15,3.087e-6,56.99e-6,16.48e-6,6.096e-6,517e-3,0,200e-3,700e-3,845.1e-27,16.33e-21,2e-6
4769,nom,2e-6,0,200e-3,800e-3,,-6.336e-15,-9.398e-15,13.77e-15,-816.7e-18,-4.406e-15,1.207e-15,38.92e-15,-33.69e-15,1.208e-15,43.74e-15,16.31e-6,75.41e-6,21.63e-6,12.83e-6,517e-3,0,200e-3,800e-3,1.276e-24,43.14e-21,2e-6
4770,nom,2e-6,0,200e-3,900e-3,,-7.504e-15,-8.517e-15,22.97e-15,-195.4e-18,-8.223e-15,1.208e-15,40.96e-15,-32.54e-15,1.209e-15,44.77e-15,45.69e-6,81.58e-6,23.6e-6,20.74e-6,517e-3,0,200e-3,900e-3,1.883e-24,74.69e-21,2e-6
4771,nom,2e-6,0,200e-3,1,,-8.353e-15,-7.507e-15,31.49e-15,249e-18,-11.76e-15,1.208e-15,42.59e-15,-31.07e-15,1.209e-15,46.01e-15,83.29e-6,82.23e-6,24.25e-6,28.94e-6,517.1e-3,0,200e-3,1,2.512e-24,105e-21,2e-6
4772,nom,2e-6,0,200e-3,1.1,,-8.816e-15,-6.676e-15,37.46e-15,502.7e-18,-14.24e-15,1.209e-15,43.56e-15,-29.83e-15,1.209e-15,47.05e-15,123.1e-6,81.1e-6,24.51e-6,37.1e-6,517.1e-3,0,200e-3,1.1,3.144e-24,132.2e-21,2e-6
4773,nom,2e-6,0,200e-3,1.2,,-9.056e-15,-6.051e-15,41.45e-15,646.1e-18,-15.89e-15,1.209e-15,44.12e-15,-28.88e-15,1.209e-15,47.83e-15,163.1e-6,79.26e-6,24.62e-6,45.1e-6,517.1e-3,0,200e-3,1.2,3.769e-24,155.8e-21,2e-6
4774,nom,2e-6,0,200e-3,1.3,,-9.185e-15,-5.582e-15,44.21e-15,731.9e-18,-17.04e-15,1.209e-15,44.46e-15,-28.16e-15,1.209e-15,48.43e-15,202.6e-6,77.08e-6,24.68e-6,52.9e-6,517.1e-3,0,200e-3,1.3,4.38e-24,175.9e-21,2e-6
4775,nom,2e-6,0,200e-3,1.4,,-9.256e-15,-5.222e-15,46.19e-15,786.7e-18,-17.86e-15,1.209e-15,44.68e-15,-27.6e-15,1.209e-15,48.88e-15,241.2e-6,74.7e-6,24.7e-6,60.46e-6,517.1e-3,0,200e-3,1.4,4.974e-24,192.4e-21,2e-6
4776,nom,2e-6,0,200e-3,1.5,,-9.297e-15,-4.94e-15,47.67e-15,823.6e-18,-18.48e-15,1.209e-15,44.82e-15,-27.17e-15,1.209e-15,49.24e-15,278.8e-6,72.21e-6,24.71e-6,67.77e-6,517.1e-3,0,200e-3,1.5,5.549e-24,205.4e-21,2e-6
4777,nom,2e-6,0,200e-3,1.6,,-9.321e-15,-4.714e-15,48.82e-15,849.7e-18,-18.95e-15,1.209e-15,44.92e-15,-26.82e-15,1.209e-15,49.53e-15,315.2e-6,69.65e-6,24.7e-6,74.83e-6,517.2e-3,0,200e-3,1.6,6.105e-24,215.2e-21,2e-6
4778,nom,2e-6,0,200e-3,1.7,,-9.334e-15,-4.529e-15,49.73e-15,868.9e-18,-19.33e-15,1.209e-15,44.99e-15,-26.53e-15,1.209e-15,49.77e-15,350.4e-6,67.05e-6,24.69e-6,81.63e-6,517.2e-3,0,200e-3,1.7,6.641e-24,221.9e-21,2e-6
4779,nom,2e-6,0,200e-3,1.8,,-9.342e-15,-4.374e-15,50.47e-15,883.4e-18,-19.64e-15,1.209e-15,45.04e-15,-26.29e-15,1.209e-15,49.96e-15,384.4e-6,64.43e-6,24.66e-6,88.17e-6,517.2e-3,0,200e-3,1.8,7.157e-24,225.8e-21,2e-6
4780,nom,2e-6,0,200e-3,1.9,,-9.345e-15,-4.244e-15,51.08e-15,894.7e-18,-19.89e-15,1.209e-15,45.08e-15,-26.09e-15,1.209e-15,50.13e-15,417.1e-6,61.82e-6,24.63e-6,94.44e-6,517.2e-3,0,200e-3,1.9,7.652e-24,227.1e-21,2e-6
4781,nom,2e-6,0,200e-3,2,,-9.346e-15,-4.133e-15,51.59e-15,903.6e-18,-20.1e-15,1.209e-15,45.11e-15,-25.91e-15,1.209e-15,50.27e-15,448.6e-6,59.22e-6,24.6e-6,100.5e-6,517.2e-3,0,200e-3,2,8.126e-24,226e-21,2e-6
4782,nom,2e-6,0,200e-3,2.1,,-9.346e-15,-4.037e-15,52.03e-15,910.9e-18,-20.28e-15,1.209e-15,45.13e-15,-25.76e-15,1.209e-15,50.39e-15,478.8e-6,56.64e-6,24.55e-6,106.2e-6,517.2e-3,0,200e-3,2.1,8.58e-24,222.7e-21,2e-6
4783,nom,2e-6,0,200e-3,2.2,,-9.345e-15,-3.953e-15,52.41e-15,916.8e-18,-20.44e-15,1.209e-15,45.15e-15,-25.63e-15,1.209e-15,50.5e-15,507.7e-6,54.1e-6,24.5e-6,111.7e-6,517.2e-3,0,200e-3,2.2,9.014e-24,217.4e-21,2e-6
4784,nom,2e-6,0,200e-3,2.3,,-9.343e-15,-3.879e-15,52.74e-15,921.8e-18,-20.58e-15,1.209e-15,45.17e-15,-25.51e-15,1.21e-15,50.6e-15,535.4e-6,51.6e-6,24.45e-6,116.9e-6,517.2e-3,0,200e-3,2.3,9.428e-24,210.4e-21,2e-6
4785,nom,2e-6,0,200e-3,2.4,,-9.341e-15,-3.813e-15,53.02e-15,925.9e-18,-20.7e-15,1.209e-15,45.18e-15,-25.41e-15,1.21e-15,50.68e-15,561.9e-6,49.14e-6,24.39e-6,121.9e-6,517.3e-3,0,200e-3,2.4,9.823e-24,201.8e-21,2e-6
4786,nom,2e-6,0,200e-3,2.5,,-9.338e-15,-3.755e-15,53.28e-15,929.5e-18,-20.8e-15,1.21e-15,45.19e-15,-25.32e-15,1.21e-15,50.76e-15,587.2e-6,46.74e-6,24.32e-6,126.7e-6,517.3e-3,0,200e-3,2.5,10.2e-24,191.9e-21,2e-6
4787,nom,2e-6,0,200e-3,2.6,,-9.336e-15,-3.703e-15,53.51e-15,932.5e-18,-20.9e-15,1.21e-15,45.2e-15,-25.23e-15,1.21e-15,50.82e-15,611.2e-6,44.39e-6,24.24e-6,131.2e-6,517.3e-3,0,200e-3,2.6,10.55e-24,180.7e-21,2e-6
